instance,algorithm,run,makespan,time
MK2,ACSp,19,56,74
MK2,ACSp,20,53,51
MK2,ACSp,21,56,46
MK2,ACSp,22,51,41
MK2,ACSp,23,57,43
MK2,ACSp,24,56,47
MK2,ACSp,25,50,49
MK2,ACSp,26,49,38
MK2,ACSp,27,58,81
MK2,ACSp,28,58,40
MK2,ACSp,29,53,43
MK2,ACSp,30,56,47
MK2,ECT,1,69,0
MK2,ECT,2,69,0
MK2,ECT,3,69,0
MK2,ECT,4,69,0
MK2,ECT,5,69,0
MK2,ECT,6,69,0
MK2,ECT,7,69,0
MK2,ECT,8,69,1
MK2,ECT,9,69,0
MK2,ECT,10,69,0
MK2,ECT,11,69,0
MK2,ECT,12,69,0
MK2,ECT,13,69,0
MK2,ECT,14,69,0
MK2,ECT,15,69,0
MK2,ECT,16,69,0
MK2,ECT,17,69,0
MK2,ECT,18,69,0
MK2,ECT,19,69,0
MK2,ECT,20,69,0
MK2,ECT,21,69,0
MK2,ECT,22,69,0
MK2,ECT,23,69,0
MK2,ECT,24,69,0
MK2,ECT,25,69,0
MK2,ECT,26,69,0
MK2,ECT,27,69,0
MK2,ECT,28,69,0
MK2,ECT,29,69,0
MK2,ECT,30,69,0
MK3,ACSi,1,304,529
MK3,ACSi,2,306,368
MK3,ACSi,3,319,184
MK3,ACSi,4,312,239
MK3,ACSi,5,332,177
MK3,ACSi,6,311,157
MK3,ACSi,7,306,153
MK3,ACSi,8,318,159
MK3,ACSi,9,307,179
MK3,ACSi,10,308,161
MK3,ACSi,11,314,292
MK3,ACSi,12,321,178
MK3,ACSi,13,291,190
MK3,ACSi,14,295,174
MK3,ACSi,15,311,238
MK3,ACSi,16,300,346
MK3,ACSi,17,338,149
MK3,ACSi,18,311,250
MK3,ACSi,19,301,169
MK3,ACSi,20,312,218
MK3,ACSi,21,297,160
MK3,ACSi,22,292,147
MK3,ACSi,23,332,152
MK3,ACSi,24,289,172
MK3,ACSi,25,311,267
MK3,ACSi,26,311,151
MK3,ACSi,27,293,160
MK3,ACSi,28,311,177
MK3,ACSi,29,321,172
MK3,ACSi,30,290,147
MK3,ACSp,1,331,168
MK3,ACSp,2,306,160
MK3,ACSp,3,346,155
MK3,ACSp,4,322,117
MK3,ACSp,5,325,180
MK3,ACSp,6,335,159
MK3,ACSp,7,295,144
MK3,ACSp,8,300,115
MK3,ACSp,9,331,165
MK3,ACSp,10,303,129
MK3,ACSp,11,324,172
MK3,ACSp,12,310,188
MK3,ACSp,13,341,79
MK3,ACSp,14,323,121
MK3,ACSp,15,324,81
MK3,ACSp,16,306,70
MK3,ACSp,17,330,67
MK3,ACSp,18,312,61
MK3,ACSp,19,300,59
MK3,ACSp,20,321,105
MK3,ACSp,21,329,60
MK3,ACSp,22,339,95
MK3,ACSp,23,328,56
MK3,ACSp,24,338,76
MK3,ACSp,25,340,66
MK3,ACSp,26,316,74
MK3,ACSp,27,318,54
MK3,ACSp,28,322,62
MK3,ACSp,29,316,69
MK3,ACSp,30,325,64
MK3,ECT,1,501,1
MK3,ECT,2,501,1
MK3,ECT,3,501,1
MK3,ECT,4,501,1
MK3,ECT,5,501,1
MK3,ECT,6,501,1
MK3,ECT,7,501,1
MK3,ECT,8,501,1
MK3,ECT,9,501,1
MK3,ECT,10,501,1
MK3,ECT,11,501,1
MK3,ECT,12,501,1
MK3,ECT,13,501,2
MK3,ECT,14,501,1
MK3,ECT,15,501,0
MK3,ECT,16,501,0
MK3,ECT,17,501,0
MK3,ECT,18,501,0
MK3,ECT,19,501,0
MK3,ECT,20,501,0
MK3,ECT,21,501,0
MK3,ECT,22,501,0
MK3,ECT,23,501,0
MK3,ECT,24,501,0
MK3,ECT,25,501,0
MK3,ECT,26,501,0
MK3,ECT,27,501,0
MK3,ECT,28,501,0
MK3,ECT,29,501,1
MK3,ECT,30,501,0
MK4,ACSi,1,115,218
MK4,ACSi,2,114,522
MK4,ACSi,3,118,221
MK4,ACSi,4,120,254
MK4,ACSi,5,109,166
MK4,ACSi,6,119,86
MK4,ACSi,7,126,81
MK4,ACSi,8,114,99
MK4,ACSi,9,102,101
MK4,ACSi,10,112,96
MK4,ACSi,11,101,87
MK4,ACSi,12,110,71
MK4,ACSi,13,105,98
MK4,ACSi,14,115,98
MK4,ACSi,15,121,81
MK4,ACSi,16,104,81
MK4,ACSi,17,119,98
MK4,ACSi,18,118,115
MK4,ACSi,19,118,115
MK4,ACSi,20,114,111
MK4,ACSi,21,117,80
MK4,ACSi,22,118,66
MK4,ACSi,23,111,86
